Park Name,Region,State,Month,Recreation Visits by Month,Recreation Hours by Month,Total Recreation Hours,Recreation Hours by Month ,avg Time Spent per Visit
Theodore Roosevelt National Park,Midwest ,ND,5,75073.0,278175.0,2662270.0,278175.0,3.705393417074048
Theodore Roosevelt National Park,Midwest ,ND,6,139189.0,504331.0,2662270.0,504331.0,3.6233538569858252
Theodore Roosevelt National Park,Midwest ,ND,7,166853.0,555119.0,2662270.0,555119.0,3.3269944202381736
Theodore Roosevelt National Park,Midwest ,ND,8,148446.0,525483.0,2662270.0,525483.0,3.539893294531345
Theodore Roosevelt National Park,Midwest ,ND,9,117092.0,468838.0,2662270.0,468838.0,4.0040139377583435
Theodore Roosevelt National Park,Midwest ,ND,10,58701.0,136899.0,2662270.0,136899.0,2.332140849389278
Theodore Roosevelt National Park,Midwest ,ND,11,17412.0,81316.0,2662270.0,81316.0,4.670112566046405
Theodore Roosevelt National Park,Midwest ,ND,12,2022.0,10668.0,2662270.0,10668.0,5.275964391691395
Virgin Islands National Park,Southeast ,VI,1,27599.0,169735.0,2113667.0,169735.0,6.150041668176383
Virgin Islands National Park,Southeast ,VI,2,29156.0,179311.0,2113667.0,179311.0,6.150054877212238
Virgin Islands National Park,Southeast ,VI,3,38426.0,236317.0,2113667.0,236317.0,6.149924530265966
Virgin Islands National Park,Southeast ,VI,4,38037.0,233929.0,2113667.0,233929.0,6.150038120777138
Virgin Islands National Park,Southeast ,VI,5,34372.0,211391.0,2113667.0,211391.0,6.150093099034097
Virgin Islands National Park,Southeast ,VI,6,30465.0,187360.0,2113667.0,187360.0,6.1500082061381915
Virgin Islands National Park,Southeast ,VI,7,25880.0,159161.0,2113667.0,159161.0,6.149961360123648
Virgin Islands National Park,Southeast ,VI,8,24698.0,151891.0,2113667.0,151891.0,6.1499311685156695
Virgin Islands National Park,Southeast ,VI,9,11633.0,71540.0,2113667.0,71540.0,6.14974641107195
Virgin Islands National Park,Southeast ,VI,10,15445.0,94990.0,2113667.0,94990.0,6.150210424085465
Virgin Islands National Park,Southeast ,VI,11,32740.0,201353.0,2113667.0,201353.0,6.150061087354918
Virgin Islands National Park,Southeast ,VI,12,35234.0,216689.0,2113667.0,216689.0,6.149997161832321
Voyageurs National Park,Midwest ,MN,1,2641.0,7993.0,944753.0,7993.0,3.0265051117001134
Voyageurs National Park,Midwest ,MN,2,7461.0,27140.0,944753.0,27140.0,3.637582093553143
Voyageurs National Park,Midwest ,MN,3,6598.0,26375.0,944753.0,26375.0,3.997423461655047
Voyageurs National Park,Midwest ,MN,4,498.0,2007.0,944753.0,2007.0,4.030120481927711
Voyageurs National Park,Midwest ,MN,5,28346.0,180522.0,944753.0,180522.0,6.3685176038947295
Voyageurs National Park,Midwest ,MN,6,44815.0,196706.0,944753.0,196706.0,4.3892893004574365
Voyageurs National Park,Midwest ,MN,7,46106.0,164790.0,944753.0,164790.0,3.574155207565176
Voyageurs National Park,Midwest ,MN,8,48359.0,204712.0,944753.0,204712.0,4.233172728964619
Voyageurs National Park,Midwest ,MN,9,22548.0,66507.0,944753.0,66507.0,2.949574241617882
Voyageurs National Park,Midwest ,MN,10,10932.0,52545.0,944753.0,52545.0,4.806531284302964
Voyageurs National Park,Midwest ,MN,11,2478.0,15413.0,944753.0,15413.0,6.219935431799839
Voyageurs National Park,Midwest ,MN,12,43.0,43.0,944753.0,43.0,1.0
White Sands National Park,Intermountain ,NM,1,42942.0,89132.0,1425910.0,89132.0,2.0756369055935915
White Sands National Park,Intermountain ,NM,2,43512.0,92490.0,1425910.0,92490.0,2.1256205184776613
White Sands National Park,Intermountain ,NM,3,101402.0,181597.0,1425910.0,181597.0,1.7908621131733102
White Sands National Park,Intermountain ,NM,4,80337.0,149050.0,1425910.0,149050.0,1.8553095086946239
White Sands National Park,Intermountain ,NM,5,71622.0,134569.0,1425910.0,134569.0,1.8788779983803858
White Sands National Park,Intermountain ,NM,6,64245.0,121151.0,1425910.0,121151.0,1.8857654292162813
White Sands National Park,Intermountain ,NM,7,60270.0,114563.0,1425910.0,114563.0,1.900829600132736
White Sands National Park,Intermountain ,NM,8,43155.0,84808.0,1425910.0,84808.0,1.965195226509095
White Sands National Park,Intermountain ,NM,9,52738.0,109824.0,1425910.0,109824.0,2.082445295612272
White Sands National Park,Intermountain ,NM,10,63869.0,133173.0,1425910.0,133173.0,2.0850960559896037
White Sands National Park,Intermountain ,NM,11,50685.0,104220.0,1425910.0,104220.0,2.0562296537437112
White Sands National Park,Intermountain ,NM,12,54319.0,111333.0,1425910.0,111333.0,2.0496143154329056
Wind Cave National Park,Midwest ,SD,1,10784.0,18012.0,1826057.0,18012.0,1.6702522255192878
Wind Cave National Park,Midwest ,SD,2,10922.0,18952.0,1826057.0,18952.0,1.735213330891778
Wind Cave National Park,Midwest ,SD,3,17280.0,31224.0,1826057.0,31224.0,1.8069444444444445
Wind Cave National Park,Midwest ,SD,4,37540.0,102782.0,1826057.0,102782.0,2.737932871603623
Wind Cave National Park,Midwest ,SD,5,69615.0,207641.0,1826057.0,207641.0,2.982704876822524
Wind Cave National Park,Midwest ,SD,6,99549.0,393064.0,1826057.0,393064.0,3.9484474982169586
Wind Cave National Park,Midwest ,SD,7,123482.0,449027.0,1826057.0,449027.0,3.6363761519897637
Wind Cave National Park,Midwest ,SD,8,93076.0,297135.0,1826057.0,297135.0,3.192391164209893
Wind Cave National Park,Midwest ,SD,9,74444.0,211033.0,1826057.0,211033.0,2.834788565901886
Wind Cave National Park,Midwest ,SD,10,28543.0,49648.0,1826057.0,49648.0,1.7394107136600918
Wind Cave National Park,Midwest ,SD,11,14342.0,25551.0,1826057.0,25551.0,1.7815506902802956
Wind Cave National Park,Midwest ,SD,12,12882.0,21988.0,1826057.0,21988.0,1.7068778140040366
Wrangell-St. Elias NP & PRES,Alaska,AK,1,25.0,1150.0,3601980.0,1150.0,46.0
Wrangell-St. Elias NP & PRES,Alaska,AK,2,95.0,4370.0,3601980.0,4370.0,46.0
Wrangell-St. Elias NP & PRES,Alaska,AK,3,230.0,10580.0,3601980.0,10580.0,46.0
Wrangell-St. Elias NP & PRES,Alaska,AK,4,520.0,23920.0,3601980.0,23920.0,46.0
Wrangell-St. Elias NP & PRES,Alaska,AK,5,4129.0,189917.0,3601980.0,189917.0,45.99588278033422
Wrangell-St. Elias NP & PRES,Alaska,AK,6,17125.0,787743.0,3601980.0,787743.0,45.999591240875915
Wrangell-St. Elias NP & PRES,Alaska,AK,7,28446.0,1308518.0,3601980.0,1308518.0,46.000070308655
Wrangell-St. Elias NP & PRES,Alaska,AK,8,20278.0,932775.0,3601980.0,932775.0,45.99935891113522
Wrangell-St. Elias NP & PRES,Alaska,AK,9,6832.0,314257.0,3601980.0,314257.0,45.99780444964871
Wrangell-St. Elias NP & PRES,Alaska,AK,10,530.0,24380.0,3601980.0,24380.0,46.0
Wrangell-St. Elias NP & PRES,Alaska,AK,11,60.0,2760.0,3601980.0,2760.0,46.0
Wrangell-St. Elias NP & PRES,Alaska,AK,12,35.0,1610.0,3601980.0,1610.0,46.0
Yellowstone National Park,Intermountain ,WY,1,45709.0,658169.0,81677408.0,658169.0,14.399111772298673
Yellowstone National Park,Intermountain ,WY,2,45717.0,701815.0,81677408.0,701815.0,15.351291642058753
Yellowstone National Park,Intermountain ,WY,3,30044.0,403531.0,81677408.0,403531.0,13.431334043403009
Yellowstone National Park,Intermountain ,WY,4,69247.0,832092.0,81677408.0,832092.0,12.016289514347191
Yellowstone National Park,Intermountain ,WY,5,454262.0,6713831.0,81677408.0,6713831.0,14.779644786488854
Yellowstone National Park,Intermountain ,WY,6,847864.0,16021542.0,81677408.0,16021542.0,18.89635837823047
Yellowstone National Park,Intermountain ,WY,7,969692.0,17807386.0,81677408.0,17807386.0,18.363960927799756
Yellowstone National Park,Intermountain ,WY,8,846389.0,17044428.0,81677408.0,17044428.0,20.137818426279168
Yellowstone National Park,Intermountain ,WY,9,838458.0,16051048.0,81677408.0,16051048.0,19.143532532339126
Yellowstone National Park,Intermountain ,WY,10,299127.0,4693703.0,81677408.0,4693703.0,15.691338461589893
Yellowstone National Park,Intermountain ,WY,11,20109.0,241451.0,81677408.0,241451.0,12.007111243721717
Yellowstone National Park,Intermountain ,WY,12,34764.0,508412.0,81677408.0,508412.0,14.624669198020941
Yosemite National Park,Pacific West ,CA,1,107256.0,1130692.0,52057099.0,1130692.0,10.541992988737228
Yosemite National Park,Pacific West ,CA,2,107012.0,1452226.0,52057099.0,1452226.0,13.570683661645424
Yosemite National Park,Pacific West ,CA,3,25005.0,228232.0,52057099.0,228232.0,9.12745450909818
Yosemite National Park,Pacific West ,CA,4,205802.0,2653206.0,52057099.0,2653206.0,12.892032147403816
Yosemite National Park,Pacific West ,CA,5,322308.0,4537710.0,52057099.0,4537710.0,14.078800402099855
Yosemite National Park,Pacific West ,CA,6,487618.0,6929848.0,52057099.0,6929848.0,14.211632876555008
Yosemite National Park,Pacific West ,CA,7,580357.0,7102065.0,52057099.0,7102065.0,12.237407319977187
Yosemite National Park,Pacific West ,CA,8,593378.0,7951336.0,52057099.0,7951336.0,13.400119316860415
Yosemite National Park,Pacific West ,CA,9,559464.0,8175642.0,52057099.0,8175642.0,14.613347775728197
Yosemite National Park,Pacific West ,CA,10,488566.0,6497090.0,52057099.0,6497090.0,13.29828518562487
Yosemite National Park,Pacific West ,CA,11,252249.0,3070968.0,52057099.0,3070968.0,12.174351533603701
Yosemite National Park,Pacific West ,CA,12,168055.0,2328084.0,52057099.0,2328084.0,13.853107613578889
Zion National Park,Intermountain ,UT,1,114117.0,698057.0,29471316.0,698057.0,6.117029014082038
Zion National Park,Intermountain ,UT,2,130478.0,829046.0,29471316.0,829046.0,6.353914069804872
Zion National Park,Intermountain ,UT,3,336226.0,2237847.0,29471316.0,2237847.0,6.655782122738872
Zion National Park,Intermountain ,UT,4,450819.0,2861784.0,29471316.0,2861784.0,6.347966700604899
Zion National Park,Intermountain ,UT,5,514283.0,3134999.0,29471316.0,3134999.0,6.09586356150213
Zion National Park,Intermountain ,UT,6,564036.0,3585357.0,29471316.0,3585357.0,6.356610216369168
Zion National Park,Intermountain ,UT,7,561026.0,3644234.0,29471316.0,3644234.0,6.495659737694866
Zion National Park,Intermountain ,UT,8,458449.0,3027979.0,29471316.0,3027979.0,6.6048328167364305
Zion National Park,Intermountain ,UT,9,491799.0,3063140.0,29471316.0,3063140.0,6.228438854084697
Zion National Park,Intermountain ,UT,10,504584.0,3149423.0,29471316.0,3149423.0,6.24162280214989
Zion National Park,Intermountain ,UT,11,284978.0,1896028.0,29471316.0,1896028.0,6.653243408263094
Zion National Park,Intermountain ,UT,12,212443.0,1343422.0,29471316.0,1343422.0,6.323682117085524
