Park Name,Region,State,Month,Recreation Visits by Month,Recreation Hours by Month,Total Recreation Hours,Recreation Hours by Month ,avg Time Spent per Visit
Acadia National Park,Northeast ,ME,1,15217.0,100434.0,25804425.0,100434.0,6.600118288755996
Acadia National Park,Northeast ,ME,2,15281.0,100853.0,25804425.0,100853.0,6.599895294810549
Acadia National Park,Northeast ,ME,3,30822.0,203428.0,25804425.0,203428.0,6.600090844202193
Acadia National Park,Northeast ,ME,4,102928.0,596982.0,25804425.0,596982.0,5.799996113788279
Acadia National Park,Northeast ,ME,5,340425.0,2369803.0,25804425.0,2369803.0,6.961307189542484
Acadia National Park,Northeast ,ME,6,566535.0,4257742.0,25804425.0,4257742.0,7.515408580228936
Acadia National Park,Northeast ,ME,7,767956.0,5059220.0,25804425.0,5059220.0,6.58790347363651
Acadia National Park,Northeast ,ME,8,774296.0,5042016.0,25804425.0,5042016.0,6.511742279438354
Acadia National Park,Northeast ,ME,9,643506.0,4027568.0,25804425.0,4027568.0,6.258788573843911
Acadia National Park,Northeast ,ME,10,541067.0,3555236.0,25804425.0,3555236.0,6.570786982018863
Acadia National Park,Northeast ,ME,11,66987.0,401921.0,25804425.0,401921.0,5.999985071730336
Acadia National Park,Northeast ,ME,12,14870.0,89222.0,25804425.0,89222.0,6.000134498991257
Arches NP,Intermountain ,UT,1,31427.0,106709.0,5462987.0,106709.0,3.395456136443186
Arches NP,Intermountain ,UT,2,41264.0,138599.0,5462987.0,138599.0,3.3588357890655294
Arches NP,Intermountain ,UT,3,132502.0,426657.0,5462987.0,426657.0,3.2200042263513002
Arches NP,Intermountain ,UT,4,151232.0,568728.0,5462987.0,568728.0,3.7606326703343207
Arches NP,Intermountain ,UT,5,188274.0,690000.0,5462987.0,690000.0,3.664871410816151
Arches NP,Intermountain ,UT,6,180782.0,715594.0,5462987.0,715594.0,3.9583254970074453
Arches NP,Intermountain ,UT,7,165671.0,603369.0,5462987.0,603369.0,3.6419711355638587
Arches NP,Intermountain ,UT,8,144080.0,543500.0,5462987.0,543500.0,3.772209883398112
Arches NP,Intermountain ,UT,9,174673.0,645617.0,5462987.0,645617.0,3.6961465137714473
Arches NP,Intermountain ,UT,10,140260.0,522401.0,5462987.0,522401.0,3.724518750891202
Arches NP,Intermountain ,UT,11,83843.0,336140.0,5462987.0,336140.0,4.009159977577138
Arches NP,Intermountain ,UT,12,48037.0,165673.0,5462987.0,165673.0,3.448862335283219
Badlands National Park,Midwest ,SD,1,10925.0,42715.0,4418935.0,42715.0,3.9098398169336384
Badlands National Park,Midwest ,SD,2,11426.0,44611.0,4418935.0,44611.0,3.904340976719762
Badlands National Park,Midwest ,SD,3,22390.0,87695.0,4418935.0,87695.0,3.9167038856632423
Badlands National Park,Midwest ,SD,4,30572.0,127967.0,4418935.0,127967.0,4.185758210126914
Badlands National Park,Midwest ,SD,5,99117.0,438577.0,4418935.0,438577.0,4.424841349112665
Badlands National Park,Midwest ,SD,6,198393.0,827877.0,4418935.0,827877.0,4.1729143669383495
Badlands National Park,Midwest ,SD,7,248304.0,1040746.0,4418935.0,1040746.0,4.191418583671628
Badlands National Park,Midwest ,SD,8,202433.0,851949.0,4418935.0,851949.0,4.2085480134167845
Badlands National Park,Midwest ,SD,9,142610.0,613562.0,4418935.0,613562.0,4.30237711240446
Badlands National Park,Midwest ,SD,10,53066.0,236143.0,4418935.0,236143.0,4.449986808879508
Badlands National Park,Midwest ,SD,11,16467.0,65085.0,4418935.0,65085.0,3.9524503552559667
Badlands National Park,Midwest ,SD,12,10697.0,42008.0,4418935.0,42008.0,3.927082359540058
Big Bend National Park,Intermountain ,TX,1,45373.0,914719.0,9585981.0,914719.0,20.159985013113527
Big Bend National Park,Intermountain ,TX,2,48362.0,913558.0,9585981.0,913558.0,18.88999627806956
Big Bend National Park,Intermountain ,TX,3,83159.0,1504307.0,9585981.0,1504307.0,18.089527291092967
Big Bend National Park,Intermountain ,TX,4,62014.0,1285651.0,9585981.0,1285651.0,20.731625116909086
Big Bend National Park,Intermountain ,TX,5,40011.0,717352.0,9585981.0,717352.0,17.928869560870762
Big Bend National Park,Intermountain ,TX,6,22634.0,400062.0,9585981.0,400062.0,17.675267296986835
Big Bend National Park,Intermountain ,TX,7,16913.0,280234.0,9585981.0,280234.0,16.569147992668363
Big Bend National Park,Intermountain ,TX,8,12760.0,199968.0,9585981.0,199968.0,15.671473354231974
Big Bend National Park,Intermountain ,TX,9,22637.0,382721.0,9585981.0,382721.0,16.906878119892212
Big Bend National Park,Intermountain ,TX,10,44332.0,881644.0,9585981.0,881644.0,19.887304881349817
Big Bend National Park,Intermountain ,TX,11,56400.0,1061831.0,9585981.0,1061831.0,18.826790780141845
Big Bend National Park,Intermountain ,TX,12,54534.0,1043934.0,9585981.0,1043934.0,19.14280999009792
Biscayne National Park,Southeast ,FL,1,48536.0,159842.0,1809966.0,159842.0,3.2932668534695897
Biscayne National Park,Southeast ,FL,2,53636.0,180419.0,1809966.0,180419.0,3.363766872995749
Biscayne National Park,Southeast ,FL,3,61580.0,203292.0,1809966.0,203292.0,3.301266645014615
Biscayne National Park,Southeast ,FL,4,61781.0,198136.0,1809966.0,198136.0,3.207070134831097
Biscayne National Park,Southeast ,FL,5,53570.0,166206.0,1809966.0,166206.0,3.102594735859623
Biscayne National Park,Southeast ,FL,6,46952.0,143423.0,1809966.0,143423.0,3.054672857386267
Biscayne National Park,Southeast ,FL,7,66638.0,203465.0,1809966.0,203465.0,3.053287913802935
Biscayne National Park,Southeast ,FL,8,41872.0,127369.0,1809966.0,127369.0,3.0418656858998854
Biscayne National Park,Southeast ,FL,9,47306.0,144054.0,1809966.0,144054.0,3.0451528347355517
Biscayne National Park,Southeast ,FL,10,32702.0,100912.0,1809966.0,100912.0,3.085805149532139
Biscayne National Park,Southeast ,FL,11,27289.0,86906.0,1809966.0,86906.0,3.1846531569496865
Biscayne National Park,Southeast ,FL,12,29380.0,95942.0,1809966.0,95942.0,3.2655547991831178
Black Canyon of the Gunnison National Park,Intermountain ,CO,1,15001.0,32200.0,1918066.0,32200.0,2.1465235650956602
Black Canyon of the Gunnison National Park,Intermountain ,CO,2,7534.0,18018.0,1918066.0,18018.0,2.391558269179719
Black Canyon of the Gunnison National Park,Intermountain ,CO,3,8363.0,18636.0,1918066.0,18636.0,2.228386942484754
Black Canyon of the Gunnison National Park,Intermountain ,CO,4,11376.0,27920.0,1918066.0,27920.0,2.4542897327707456
Black Canyon of the Gunnison National Park,Intermountain ,CO,5,31876.0,210356.0,1918066.0,210356.0,6.599196887940771
Black Canyon of the Gunnison National Park,Intermountain ,CO,6,50739.0,354726.0,1918066.0,354726.0,6.99119020871519
Black Canyon of the Gunnison National Park,Intermountain ,CO,7,53534.0,350494.0,1918066.0,350494.0,6.5471289274106175
Black Canyon of the Gunnison National Park,Intermountain ,CO,8,53177.0,351275.0,1918066.0,351275.0,6.605769411587716
Black Canyon of the Gunnison National Park,Intermountain ,CO,9,56683.0,338732.0,1918066.0,338732.0,5.975901063811019
Black Canyon of the Gunnison National Park,Intermountain ,CO,10,45493.0,163322.0,1918066.0,163322.0,3.5900468203899503
Black Canyon of the Gunnison National Park,Intermountain ,CO,11,17763.0,41220.0,1918066.0,41220.0,2.3205539604796486
Black Canyon of the Gunnison National Park,Intermountain ,CO,12,5530.0,11167.0,1918066.0,11167.0,2.0193490054249548
Bryce Canyon National Park,Intermountain ,UT,1,29457.0,94793.0,13210794.0,94793.0,3.2180126964728246
Bryce Canyon National Park,Intermountain ,UT,2,32094.0,103942.0,13210794.0,103942.0,3.238673895432168
Bryce Canyon National Park,Intermountain ,UT,3,79911.0,263580.0,13210794.0,263580.0,3.298419491684499
Bryce Canyon National Park,Intermountain ,UT,4,207926.0,847852.0,13210794.0,847852.0,4.077662245221858
Bryce Canyon National Park,Intermountain ,UT,5,315097.0,1392085.0,13210794.0,1392085.0,4.417957010063568
Bryce Canyon National Park,Intermountain ,UT,6,356652.0,2323098.0,13210794.0,2323098.0,6.513626728575755
Bryce Canyon National Park,Intermountain ,UT,7,343627.0,2196098.0,13210794.0,2196098.0,6.390935520200682
Bryce Canyon National Park,Intermountain ,UT,8,310367.0,1995718.0,13210794.0,1995718.0,6.430187487716156
Bryce Canyon National Park,Intermountain ,UT,9,367425.0,2270990.0,13210794.0,2270990.0,6.1808260189154245
Bryce Canyon National Park,Intermountain ,UT,10,284766.0,1254162.0,13210794.0,1254162.0,4.404184488316723
Bryce Canyon National Park,Intermountain ,UT,11,78430.0,285580.0,13210794.0,285580.0,3.64120872115262
Bryce Canyon National Park,Intermountain ,UT,12,55517.0,182896.0,13210794.0,182896.0,3.294414323540537
Canyonlands National Park,Intermountain ,UT,1,7529.0,37682.0,5096820.0,37682.0,5.004914331252491
Canyonlands National Park,Intermountain ,UT,2,13049.0,64704.0,5096820.0,64704.0,4.958540884358955
Canyonlands National Park,Intermountain ,UT,3,62300.0,408996.0,5096820.0,408996.0,6.564943820224719
Canyonlands National Park,Intermountain ,UT,4,102674.0,716983.0,5096820.0,716983.0,6.983101856360909
Canyonlands National Park,Intermountain ,UT,5,119438.0,781026.0,5096820.0,781026.0,6.539175136891107
Canyonlands National Park,Intermountain ,UT,6,92284.0,583480.0,5096820.0,583480.0,6.322656148411426
Canyonlands National Park,Intermountain ,UT,7,72734.0,392817.0,5096820.0,392817.0,5.400734182088157
Canyonlands National Park,Intermountain ,UT,8,64707.0,369527.0,5096820.0,369527.0,5.710773177554206
Canyonlands National Park,Intermountain ,UT,9,99439.0,662031.0,5096820.0,662031.0,6.657659469624594
Canyonlands National Park,Intermountain ,UT,10,101576.0,703306.0,5096820.0,703306.0,6.923938725683232
Canyonlands National Park,Intermountain ,UT,11,44314.0,281149.0,5096820.0,281149.0,6.344473529809992
Canyonlands National Park,Intermountain ,UT,12,20278.0,95119.0,5096820.0,95119.0,4.69074859453595
Capitol Reef National Park,Intermountain ,UT,1,10921.0,14234.0,1928949.0,14234.0,1.3033604981228826
Capitol Reef National Park,Intermountain ,UT,2,18160.0,19460.0,1928949.0,19460.0,1.0715859030837005
Capitol Reef National Park,Intermountain ,UT,3,74501.0,134054.0,1928949.0,134054.0,1.799358397873854
Capitol Reef National Park,Intermountain ,UT,4,135478.0,225819.0,1928949.0,225819.0,1.666831515079939
Capitol Reef National Park,Intermountain ,UT,5,191143.0,275359.0,1928949.0,275359.0,1.440591598959941
Capitol Reef National Park,Intermountain ,UT,6,193935.0,261304.0,1928949.0,261304.0,1.3473792765617345
Capitol Reef National Park,Intermountain ,UT,7,113890.0,201051.0,1928949.0,201051.0,1.765308631135306
Capitol Reef National Park,Intermountain ,UT,8,103047.0,173205.0,1928949.0,173205.0,1.6808349588052054
Capitol Reef National Park,Intermountain ,UT,9,174351.0,236303.0,1928949.0,236303.0,1.3553291922615873
Capitol Reef National Park,Intermountain ,UT,10,171042.0,275850.0,1928949.0,275850.0,1.6127617778089591
Capitol Reef National Park,Intermountain ,UT,11,53727.0,77546.0,1928949.0,77546.0,1.4433338917118022
Capitol Reef National Park,Intermountain ,UT,12,28666.0,34764.0,1928949.0,34764.0,1.2127258773459848
Carlsbad Caverns National Park,Intermountain ,NM,1,17532.0,64090.0,1499159.0,64090.0,3.655601186402008
Carlsbad Caverns National Park,Intermountain ,NM,2,19802.0,72344.0,1499159.0,72344.0,3.6533683466316536
Carlsbad Caverns National Park,Intermountain ,NM,3,48596.0,177342.0,1499159.0,177342.0,3.649312700633797
Carlsbad Caverns National Park,Intermountain ,NM,4,38773.0,141712.0,1499159.0,141712.0,3.6549145023598895
Carlsbad Caverns National Park,Intermountain ,NM,5,35216.0,131436.0,1499159.0,131436.0,3.7322807814629715
Carlsbad Caverns National Park,Intermountain ,NM,6,42895.0,169740.0,1499159.0,169740.0,3.9571045576407506
Carlsbad Caverns National Park,Intermountain ,NM,7,44816.0,177216.0,1499159.0,177216.0,3.9543020349875047
Carlsbad Caverns National Park,Intermountain ,NM,8,25083.0,97745.0,1499159.0,97745.0,3.896862416776303
Carlsbad Caverns National Park,Intermountain ,NM,9,26461.0,106092.0,1499159.0,106092.0,4.009372283738332
Carlsbad Caverns National Park,Intermountain ,NM,10,37016.0,148220.0,1499159.0,148220.0,4.004214393775665
Carlsbad Caverns National Park,Intermountain ,NM,11,28331.0,105266.0,1499159.0,105266.0,3.7155765768945677
Carlsbad Caverns National Park,Intermountain ,NM,12,29600.0,107956.0,1499159.0,107956.0,3.647162162162162
Channel Islands National Park,Pacific West ,CA,1,12950.0,144833.0,4254417.0,144833.0,11.184015444015444
Channel Islands National Park,Pacific West ,CA,2,19726.0,206641.0,4254417.0,206641.0,10.475565243840617
Channel Islands National Park,Pacific West ,CA,3,25063.0,243740.0,4254417.0,243740.0,9.725092766229103
Channel Islands National Park,Pacific West ,CA,4,27243.0,330587.0,4254417.0,330587.0,12.134750211063393
Channel Islands National Park,Pacific West ,CA,5,30918.0,458725.0,4254417.0,458725.0,14.83682644414257
Channel Islands National Park,Pacific West ,CA,6,36635.0,556661.0,4254417.0,556661.0,15.194786406441928
Channel Islands National Park,Pacific West ,CA,7,38390.0,506429.0,4254417.0,506429.0,13.191690544412607
Channel Islands National Park,Pacific West ,CA,8,31076.0,438273.0,4254417.0,438273.0,14.103262968206977
Channel Islands National Park,Pacific West ,CA,9,31607.0,457471.0,4254417.0,457471.0,14.47372417502452
Channel Islands National Park,Pacific West ,CA,10,28935.0,431434.0,4254417.0,431434.0,14.910454466908588
Channel Islands National Park,Pacific West ,CA,11,27115.0,327505.0,4254417.0,327505.0,12.078369905956112
Channel Islands National Park,Pacific West ,CA,12,19088.0,152118.0,4254417.0,152118.0,7.969300083822297
Congaree National Park,Southeast ,SC,1,15374.0,55063.0,999482.0,55063.0,3.581566280733706
Congaree National Park,Southeast ,SC,2,15073.0,62918.0,999482.0,62918.0,4.174218801831088
Congaree National Park,Southeast ,SC,3,28505.0,124894.0,999482.0,124894.0,4.381476933871251
Congaree National Park,Southeast ,SC,4,21710.0,106449.0,999482.0,106449.0,4.90322432058959
Congaree National Park,Southeast ,SC,5,28944.0,91292.0,999482.0,91292.0,3.154090657822001
Congaree National Park,Southeast ,SC,6,20379.0,88137.0,999482.0,88137.0,4.324893272486383
Congaree National Park,Southeast ,SC,7,18389.0,71228.0,999482.0,71228.0,3.87340257762793
Congaree National Park,Southeast ,SC,8,11939.0,44618.0,999482.0,44618.0,3.737163916575928
Congaree National Park,Southeast ,SC,9,21252.0,79316.0,999482.0,79316.0,3.7321663843402972
Congaree National Park,Southeast ,SC,10,26087.0,103140.0,999482.0,103140.0,3.9536934105109824
Congaree National Park,Southeast ,SC,11,23527.0,103541.0,999482.0,103541.0,4.400943596718664
Congaree National Park,Southeast ,SC,12,18935.0,68886.0,999482.0,68886.0,3.638024821758648
Crater Lake National Park,Pacific West ,OR,1,4384.0,15563.0,3387684.0,15563.0,3.5499543795620436
Crater Lake National Park,Pacific West ,OR,2,8143.0,30121.0,3387684.0,30121.0,3.699005280609112
Crater Lake National Park,Pacific West ,OR,3,14062.0,50596.0,3387684.0,50596.0,3.5980657090029866
Crater Lake National Park,Pacific West ,OR,4,15850.0,58814.0,3387684.0,58814.0,3.7106624605678236
Crater Lake National Park,Pacific West ,OR,5,29030.0,135858.0,3387684.0,135858.0,4.679917326903204
Crater Lake National Park,Pacific West ,OR,6,54566.0,344678.0,3387684.0,344678.0,6.316717369790712
Crater Lake National Park,Pacific West ,OR,7,155809.0,976287.0,3387684.0,976287.0,6.265921737511953
Crater Lake National Park,Pacific West ,OR,8,127179.0,850186.0,3387684.0,850186.0,6.6849558496292625
Crater Lake National Park,Pacific West ,OR,9,78550.0,626584.0,3387684.0,626584.0,7.976880967536601
Crater Lake National Park,Pacific West ,OR,10,45595.0,202671.0,3387684.0,202671.0,4.445026866981029
Crater Lake National Park,Pacific West ,OR,11,15376.0,54615.0,3387684.0,54615.0,3.5519640998959416
Crater Lake National Park,Pacific West ,OR,12,11432.0,41711.0,3387684.0,41711.0,3.6486179146256124
Cuyahoga Valley National Park,Midwest ,OH,1,89779.0,202381.0,8517581.0,202381.0,2.2542131233361924
Cuyahoga Valley National Park,Midwest ,OH,2,100226.0,237382.0,8517581.0,237382.0,2.3684672639833977
Cuyahoga Valley National Park,Midwest ,OH,3,170006.0,472685.0,8517581.0,472685.0,2.7804018681693585
Cuyahoga Valley National Park,Midwest ,OH,4,226008.0,511664.0,8517581.0,511664.0,2.2639198612438496
Cuyahoga Valley National Park,Midwest ,OH,5,344820.0,1441412.0,8517581.0,1441412.0,4.18018676410881
Cuyahoga Valley National Park,Midwest ,OH,6,361455.0,1036646.0,8517581.0,1036646.0,2.867980799822938
Cuyahoga Valley National Park,Midwest ,OH,7,402344.0,997791.0,8517581.0,997791.0,2.4799450221700834
Cuyahoga Valley National Park,Midwest ,OH,8,368783.0,1012702.0,8517581.0,1012702.0,2.7460647589503853
Cuyahoga Valley National Park,Midwest ,OH,9,272823.0,872016.0,8517581.0,872016.0,3.1962701091916736
Cuyahoga Valley National Park,Midwest ,OH,10,269796.0,884677.0,8517581.0,884677.0,3.279058992720426
Cuyahoga Valley National Park,Midwest ,OH,11,143399.0,470914.0,8517581.0,470914.0,3.2839420079637933
Cuyahoga Valley National Park,Midwest ,OH,12,110620.0,377311.0,8517581.0,377311.0,3.4108750677996746
Death Valley National Park,Pacific West ,CA,1,84177.0,712631.0,8182261.0,712631.0,8.465863596944533
Death Valley National Park,Pacific West ,CA,2,115023.0,982212.0,8182261.0,982212.0,8.539266059831512
Death Valley National Park,Pacific West ,CA,3,145647.0,1307439.0,8182261.0,1307439.0,8.976765741827844
Death Valley National Park,Pacific West ,CA,4,144868.0,1094807.0,8182261.0,1094807.0,7.55727282767761
Death Valley National Park,Pacific West ,CA,5,113857.0,709514.0,8182261.0,709514.0,6.231623879076385
Death Valley National Park,Pacific West ,CA,6,81845.0,490204.0,8182261.0,490204.0,5.989419023764433
Death Valley National Park,Pacific West ,CA,7,86776.0,504441.0,8182261.0,504441.0,5.813139577763437
Death Valley National Park,Pacific West ,CA,8,81202.0,469852.0,8182261.0,469852.0,5.7862121622620135
Death Valley National Park,Pacific West ,CA,9,0.0,0.0,8182261.0,0.0,
Death Valley National Park,Pacific West ,CA,10,41089.0,296100.0,8182261.0,296100.0,7.2063082576845385
Death Valley National Park,Pacific West ,CA,11,98719.0,779497.0,8182261.0,779497.0,7.896119288080309
Death Valley National Park,Pacific West ,CA,12,106429.0,835564.0,8182261.0,835564.0,7.850905298367926
Denali NP & PRES,Alaska,AK,1,1683.0,16868.0,5985104.0,16868.0,10.022578728461081
Denali NP & PRES,Alaska,AK,2,2662.0,27896.0,5985104.0,27896.0,10.479338842975206
Denali NP & PRES,Alaska,AK,3,5426.0,59226.0,5985104.0,59226.0,10.915223000368595
Denali NP & PRES,Alaska,AK,4,5714.0,131698.0,5985104.0,131698.0,23.048302415120755
Denali NP & PRES,Alaska,AK,5,34134.0,633354.0,5985104.0,633354.0,18.554930567762348
Denali NP & PRES,Alaska,AK,6,116853.0,1481763.0,5985104.0,1481763.0,12.680573027650125
Denali NP & PRES,Alaska,AK,7,138246.0,1539020.0,5985104.0,1539020.0,11.132473995630976
Denali NP & PRES,Alaska,AK,8,133255.0,1447923.0,5985104.0,1447923.0,10.865806161119657
Denali NP & PRES,Alaska,AK,9,50544.0,544558.0,5985104.0,544558.0,10.773939537828428
Denali NP & PRES,Alaska,AK,10,5282.0,53428.0,5985104.0,53428.0,10.115107913669064
Denali NP & PRES,Alaska,AK,11,2437.0,24374.0,5985104.0,24374.0,10.001641362330734
Denali NP & PRES,Alaska,AK,12,2486.0,24996.0,5985104.0,24996.0,10.05470635559131
Dry Tortugas National Park,Southeast ,FL,1,5956.0,43751.0,628830.0,43751.0,7.345701813297515
Dry Tortugas National Park,Southeast ,FL,2,6899.0,50618.0,628830.0,50618.0,7.337005363096101
Dry Tortugas National Park,Southeast ,FL,3,7989.0,59699.0,628830.0,59699.0,7.472649893603705
Dry Tortugas National Park,Southeast ,FL,4,7707.0,55874.0,628830.0,55874.0,7.249772933696639
Dry Tortugas National Park,Southeast ,FL,5,9215.0,67422.0,628830.0,67422.0,7.316549104720564
Dry Tortugas National Park,Southeast ,FL,6,8474.0,65005.0,628830.0,65005.0,7.67111163559122
Dry Tortugas National Park,Southeast ,FL,7,7375.0,58114.0,628830.0,58114.0,7.879864406779661
Dry Tortugas National Park,Southeast ,FL,8,6904.0,52252.0,628830.0,52252.0,7.568366164542295
Dry Tortugas National Park,Southeast ,FL,9,6382.0,49622.0,628830.0,49622.0,7.775305546850517
Dry Tortugas National Park,Southeast ,FL,10,4820.0,35653.0,628830.0,35653.0,7.39688796680498
Dry Tortugas National Park,Southeast ,FL,11,6147.0,42274.0,628830.0,42274.0,6.877175858142183
Dry Tortugas National Park,Southeast ,FL,12,6417.0,48546.0,628830.0,48546.0,7.565217391304348
Everglades National Park,Southeast ,FL,1,94483.0,960859.0,4971781.0,960859.0,10.1696495665887
Everglades National Park,Southeast ,FL,2,95683.0,796568.0,4971781.0,796568.0,8.32507341952071
Everglades National Park,Southeast ,FL,3,101446.0,667617.0,4971781.0,667617.0,6.581008615421013
Everglades National Park,Southeast ,FL,4,73876.0,439463.0,4971781.0,439463.0,5.948657209377877
Everglades National Park,Southeast ,FL,5,52527.0,240865.0,4971781.0,240865.0,4.585546480857464
Everglades National Park,Southeast ,FL,6,51515.0,188155.0,4971781.0,188155.0,3.6524313306803844
Everglades National Park,Southeast ,FL,7,59243.0,212834.0,4971781.0,212834.0,3.592559458501426
Everglades National Park,Southeast ,FL,8,56369.0,194322.0,4971781.0,194322.0,3.447320335645479
Everglades National Park,Southeast ,FL,9,44341.0,160829.0,4971781.0,160829.0,3.6270945625944386
Everglades National Park,Southeast ,FL,10,39358.0,179918.0,4971781.0,179918.0,4.571319680878093
Everglades National Park,Southeast ,FL,11,63485.0,368458.0,4971781.0,368458.0,5.803859179333701
Everglades National Park,Southeast ,FL,12,77863.0,561893.0,4971781.0,561893.0,7.216431424424951
Gates of the Arctic NP & PRES,Alaska,AK,1,0.0,0.0,101256.0,0.0,
Gates of the Arctic NP & PRES,Alaska,AK,2,0.0,0.0,101256.0,0.0,
Gates of the Arctic NP & PRES,Alaska,AK,3,0.0,0.0,101256.0,0.0,
Gates of the Arctic NP & PRES,Alaska,AK,4,0.0,0.0,101256.0,0.0,
Gates of the Arctic NP & PRES,Alaska,AK,5,275.0,138.0,101256.0,138.0,0.5018181818181818
Gates of the Arctic NP & PRES,Alaska,AK,6,2748.0,12654.0,101256.0,12654.0,4.604803493449782
Gates of the Arctic NP & PRES,Alaska,AK,7,3287.0,40162.0,101256.0,40162.0,12.218436264070581
Gates of the Arctic NP & PRES,Alaska,AK,8,3398.0,43390.0,101256.0,43390.0,12.769276044732196
Gates of the Arctic NP & PRES,Alaska,AK,9,1337.0,4912.0,101256.0,4912.0,3.6738967838444276
Gates of the Arctic NP & PRES,Alaska,AK,10,0.0,0.0,101256.0,0.0,
Gates of the Arctic NP & PRES,Alaska,AK,11,0.0,0.0,101256.0,0.0,
Gates of the Arctic NP & PRES,Alaska,AK,12,0.0,0.0,101256.0,0.0,
Gateway Arch National Park,Midwest ,MO,1,81397.0,179074.0,5330239.0,179074.0,2.20000737127904
Gateway Arch National Park,Midwest ,MO,2,95271.0,209596.0,5330239.0,209596.0,2.1999979007252994
Gateway Arch National Park,Midwest ,MO,3,205586.0,452289.0,5330239.0,452289.0,2.1999990271711107
Gateway Arch National Park,Midwest ,MO,4,200997.0,442193.0,5330239.0,442193.0,2.199998009920546
Gateway Arch National Park,Midwest ,MO,5,213062.0,468736.0,5330239.0,468736.0,2.199998122612197
Gateway Arch National Park,Midwest ,MO,6,309799.0,681558.0,5330239.0,681558.0,2.200000645579876
Gateway Arch National Park,Midwest ,MO,7,444863.0,978699.0,5330239.0,978699.0,2.2000008991532223
Gateway Arch National Park,Midwest ,MO,8,246598.0,542515.0,5330239.0,542515.0,2.1999975668902425
Gateway Arch National Park,Midwest ,MO,9,184624.0,406173.0,5330239.0,406173.0,2.20000108328278
Gateway Arch National Park,Midwest ,MO,10,174886.0,384749.0,5330239.0,384749.0,2.199998856397882
Gateway Arch National Park,Midwest ,MO,11,146410.0,322102.0,5330239.0,322102.0,2.2
Gateway Arch National Park,Midwest ,MO,12,119343.0,262555.0,5330239.0,262555.0,2.2000033516838022
Glacier Bay NP & PRES,Alaska,AK,1,223.0,2996.0,8869184.0,2996.0,13.434977578475337
Glacier Bay NP & PRES,Alaska,AK,2,223.0,2996.0,8869184.0,2996.0,13.434977578475337
Glacier Bay NP & PRES,Alaska,AK,3,273.0,3196.0,8869184.0,3196.0,11.706959706959706
Glacier Bay NP & PRES,Alaska,AK,4,8826.0,106396.0,8869184.0,106396.0,12.054837978699297
Glacier Bay NP & PRES,Alaska,AK,5,102982.0,1254293.0,8869184.0,1254293.0,12.17973043832903
Glacier Bay NP & PRES,Alaska,AK,6,141387.0,1833150.0,8869184.0,1833150.0,12.965477731333149
Glacier Bay NP & PRES,Alaska,AK,7,146538.0,1918330.0,8869184.0,1918330.0,13.09100711078355
Glacier Bay NP & PRES,Alaska,AK,8,147761.0,1875592.0,8869184.0,1875592.0,12.693417072163832
Glacier Bay NP & PRES,Alaska,AK,9,110826.0,1338059.0,8869184.0,1338059.0,12.073511630844747
Glacier Bay NP & PRES,Alaska,AK,10,44177.0,528616.0,8869184.0,528616.0,11.965864590171357
Glacier Bay NP & PRES,Alaska,AK,11,224.0,2880.0,8869184.0,2880.0,12.857142857142858
Glacier Bay NP & PRES,Alaska,AK,12,219.0,2680.0,8869184.0,2680.0,12.237442922374429
Glacier National Park,Intermountain ,MT,1,17411.0,70966.0,32739858.0,70966.0,4.075929010395726
Glacier National Park,Intermountain ,MT,2,17052.0,70395.0,32739858.0,70395.0,4.128254750175932
Glacier National Park,Intermountain ,MT,3,24010.0,97922.0,32739858.0,97922.0,4.07838400666389
Glacier National Park,Intermountain ,MT,4,43799.0,188399.0,32739858.0,188399.0,4.301445238475765
Glacier National Park,Intermountain ,MT,5,206419.0,1180168.0,32739858.0,1180168.0,5.717341911355059
Glacier National Park,Intermountain ,MT,6,514570.0,6607348.0,32739858.0,6607348.0,12.840523155255845
Glacier National Park,Intermountain ,MT,7,722535.0,9049107.0,32739858.0,9049107.0,12.5241088666985
Glacier National Park,Intermountain ,MT,8,652866.0,8311667.0,32739858.0,8311667.0,12.731045880777986
Glacier National Park,Intermountain ,MT,9,553565.0,6337205.0,32739858.0,6337205.0,11.44798713791515
Glacier National Park,Intermountain ,MT,10,138938.0,655533.0,32739858.0,655533.0,4.718169255351308
Glacier National Park,Intermountain ,MT,11,22683.0,90869.0,32739858.0,90869.0,4.006039765463123
Glacier National Park,Intermountain ,MT,12,19768.0,80279.0,32739858.0,80279.0,4.061058276001619
Grand Canyon National Park,Intermountain ,AZ,1,134361.0,2056353.0,74052927.0,2056353.0,15.304686627816107
Grand Canyon National Park,Intermountain ,AZ,2,151395.0,2340155.0,74052927.0,2340155.0,15.457280623534462
Grand Canyon National Park,Intermountain ,AZ,3,326916.0,4986774.0,74052927.0,4986774.0,15.253991851117718
Grand Canyon National Park,Intermountain ,AZ,4,463305.0,7152849.0,74052927.0,7152849.0,15.438747693204261
Grand Canyon National Park,Intermountain ,AZ,5,491137.0,7696773.0,74052927.0,7696773.0,15.671336103775525
Grand Canyon National Park,Intermountain ,AZ,6,506448.0,7897780.0,74052927.0,7897780.0,15.594453922219063
Grand Canyon National Park,Intermountain ,AZ,7,557321.0,8798011.0,74052927.0,8798011.0,15.786254241272086
Grand Canyon National Park,Intermountain ,AZ,8,522994.0,8362466.0,74052927.0,8362466.0,15.989602175168358
